Time [s],Packet ID,MOSI,MISO
1.425392320000000,0,0x00,0x48
1.425489760000000,0,0x00,0x08
1.425587200000000,0,0x00,0xA1
1.425684640000000,0,0x00,0xFF
1.425782080000000,0,0x00,0x28
1.425879360000000,0,0x00,0x06
1.425976800000000,0,0x00,0xA1
1.426074240000000,0,0x00,0xFF
1.426171680000000,0,0x00,0x00
1.426269120000000,0,0x00,0x00
1.426366400000000,0,0x00,0x00
1.426463840000000,0,0x00,0x00
1.426561280000000,0,0x00,0x38
1.426658720000000,0,0x00,0x00
1.426756160000000,0,0x00,0x80
1.426853600000000,0,0x00,0xFF
1.426950880000000,0,0x00,0x38
1.427048320000000,0,0x00,0x00
1.427145760000000,0,0x00,0x80
1.427243200000000,0,0x00,0xFF
1.427340640000000,0,0x00,0x40
1.427437920000000,0,0x00,0x00
1.427535360000000,0,0x00,0x80
1.427632800000000,0,0x00,0xFF
1.427730240000000,0,0x00,0x40
1.427827680000000,0,0x00,0x00
1.427925120000000,0,0x00,0x80
1.428022400000000,0,0x00,0xFF
1.428119840000000,0,0x00,0x48
1.428217280000000,0,0x00,0x00
1.428314720000000,0,0x00,0x80
1.428412160000000,0,0x00,0xFF
1.428509600000000,0,0x00,0x48
1.428606880000000,0,0x00,0x00
1.428704320000000,0,0x00,0x80
1.428801760000000,0,0x00,0xFF
1.428899200000000,0,0x00,0x50
1.428996640000000,0,0x00,0x00
1.429093920000000,0,0x00,0x80
1.429191360000000,0,0x00,0xFF
1.429288800000000,0,0x00,0x50
1.429386240000000,0,0x00,0x00
1.429483680000000,0,0x00,0x80
1.429581120000000,0,0x00,0xFF
1.429678400000000,0,0x00,0x58
1.429775840000000,0,0x00,0x00
1.429873280000000,0,0x00,0x80
1.429970720000000,0,0x00,0xFF
1.430068160000000,0,0x00,0x58
1.430165440000000,0,0x00,0x00
1.430262880000000,0,0x00,0x80
1.430360320000000,0,0x00,0xFF
1.430457760000000,0,0x00,0x60
1.430555200000000,0,0x00,0x00
1.430652640000000,0,0x00,0x80
1.430749920000000,0,0x00,0xFF
1.430847360000000,0,0x00,0x60
1.430944800000000,0,0x00,0x00
1.431042240000000,0,0x00,0x80
1.431139680000000,0,0x00,0xFF
1.431236960000000,0,0x00,0x68
1.431334400000000,0,0x00,0x00
1.431431840000000,0,0x00,0x80
1.431529280000000,0,0x00,0xFF
1.431626720000000,0,0x00,0x68
1.431724160000000,0,0x00,0x00
1.431821440000000,0,0x00,0x80
1.431918880000000,0,0x00,0xFF
1.432016320000000,0,0x00,0x70
1.432113760000000,0,0x00,0x00
1.432211200000000,0,0x00,0x80
1.432308480000000,0,0x00,0xFF
1.432405920000000,0,0x00,0x70
1.432503360000000,0,0x00,0x00
1.432600800000000,0,0x00,0x80
1.432698240000000,0,0x00,0xFF
1.432795680000000,0,0x00,0x78
1.432892960000000,0,0x00,0x00
1.432990400000000,0,0x00,0x80
1.433087840000000,0,0x00,0xFF
1.433185280000000,0,0x00,0x78
1.433282720000000,0,0x00,0x00
1.433380000000000,0,0x00,0x80
1.433477440000000,0,0x00,0xFF
1.433574880000000,0,0x00,0x80
1.433672320000000,0,0x00,0x00
1.433769760000000,0,0x00,0x80
1.433867200000000,0,0x00,0xFF
1.433964480000000,0,0x00,0x80
1.434061920000000,0,0x00,0x00
1.434159360000000,0,0x00,0x80
1.434256800000000,0,0x00,0xFF
1.434354240000000,0,0x00,0x88
1.434451520000000,0,0x00,0x00
1.434548960000000,0,0x00,0x80
1.434646400000000,0,0x00,0xFF
1.434743840000000,0,0x00,0x88
1.434841280000000,0,0x00,0x00
1.434938720000000,0,0x00,0x80
1.435036000000000,0,0x00,0xFF
1.435133440000000,0,0x00,0x90
1.435230880000000,0,0x00,0x00
1.435328320000000,0,0x00,0x80
1.435425760000000,0,0x00,0xFF
1.435523040000000,0,0x00,0x90
1.435620480000000,0,0x00,0x00
1.435717920000000,0,0x00,0x80
1.435815360000000,0,0x00,0xFF
1.435912800000000,0,0x00,0x98
1.436010240000000,0,0x00,0x00
1.436107520000000,0,0x00,0x80
1.436204960000000,0,0x00,0xFF
1.436302400000000,0,0x00,0x98
1.436399840000000,0,0x00,0x00
1.436497280000000,0,0x00,0x80
1.436594560000000,0,0x00,0xFF
1.436692000000000,0,0x00,0xA0
1.436789440000000,0,0x00,0x00
1.436886880000000,0,0x00,0x80
1.436984320000000,0,0x00,0xFF
1.437081760000000,0,0x00,0xA0
1.437179040000000,0,0x00,0x00
1.437276480000000,0,0x00,0x80
1.437373920000000,0,0x00,0xFF
1.437471360000000,0,0x00,0xA8
1.437568800000000,0,0x00,0x00
1.437666080000000,0,0x00,0x80
1.437763520000000,0,0x00,0xFF
1.437860960000000,0,0x00,0xA8
1.437958400000000,0,0x00,0x00
1.438055840000000,0,0x00,0x80
1.438153280000000,0,0x00,0xFF
1.438250560000000,0,0x00,0xB0
1.438348000000000,0,0x00,0x00
1.438445440000000,0,0x00,0x80
1.438542880000000,0,0x00,0xFF
1.438640320000000,0,0x00,0xB0
1.438737600000000,0,0x00,0x00
1.438835040000000,0,0x00,0x80
1.438932480000000,0,0x00,0xFF
1.439029920000000,0,0x00,0xB8
1.439127360000000,0,0x00,0x00
1.439224800000000,0,0x00,0x80
1.439322080000000,0,0x00,0xFF
1.439419520000000,0,0x00,0xB8
1.439516960000000,0,0x00,0x00
1.439614400000000,0,0x00,0x80
1.439711840000000,0,0x00,0xFF
1.439809280000000,0,0x00,0xC0
1.439906560000000,0,0x00,0x00
1.440004000000000,0,0x00,0x80
1.440101440000000,0,0x00,0xFF
1.440198880000000,0,0x00,0xC0
1.440296320000000,0,0x00,0x00
1.440393600000000,0,0x00,0x80
1.440491040000000,0,0x00,0xFF
1.440588480000000,0,0x00,0xC8
1.440685920000000,0,0x00,0x00
1.440783360000000,0,0x00,0x80
1.440880800000000,0,0x00,0xFF
1.440978080000000,0,0x00,0xC8
1.441075520000000,0,0x00,0x00
1.441172960000000,0,0x00,0x80
1.441270400000000,0,0x00,0xFF
1.441367840000000,0,0x00,0xD0
1.441465120000000,0,0x00,0x00
1.441562560000000,0,0x00,0x80
1.441660000000000,0,0x00,0xFF
1.441757440000000,0,0x00,0xD0
1.441854880000000,0,0x00,0x00
1.441952320000000,0,0x00,0x80
1.442049600000000,0,0x00,0xFF
1.442147040000000,0,0x00,0xD8
1.442244480000000,0,0x00,0x00
1.442341920000000,0,0x00,0x80
1.442439360000000,0,0x00,0xFF
1.442536640000000,0,0x00,0xD8
1.442634080000000,0,0x00,0x00
1.442731520000000,0,0x00,0x80
1.442828960000000,0,0x00,0xFF
1.442926400000000,0,0x00,0xE0
1.443023840000000,0,0x00,0x00
1.443121120000000,0,0x00,0x80
1.443218560000000,0,0x00,0xFF
1.443316000000000,0,0x00,0xE0
1.443413440000000,0,0x00,0x00
1.443510880000000,0,0x00,0x80
1.443608160000000,0,0x00,0xFF
1.443705600000000,0,0x00,0xE8
1.443803040000000,0,0x00,0x00
1.443900480000000,0,0x00,0x80
1.443997920000000,0,0x00,0xFF
1.444095360000000,0,0x00,0xE8
1.444192640000000,0,0x00,0x00
1.444290080000000,0,0x00,0x80
1.444387520000000,0,0x00,0xFF
1.444484960000000,0,0x00,0xF0
1.444582400000000,0,0x00,0x00
1.444679680000000,0,0x00,0x80
1.444777120000000,0,0x00,0xFF
1.444874560000000,0,0x00,0xF0
1.444972000000000,0,0x00,0x00
1.445069440000000,0,0x00,0x80
1.445166880000000,0,0x00,0xFF
1.445264160000000,0,0x00,0xF8
1.445361600000000,0,0x00,0x00
1.445459040000000,0,0x00,0x80
1.445556480000000,0,0x00,0xFF
1.445653920000000,0,0x00,0xF8
1.445751200000000,0,0x00,0x00
1.445848640000000,0,0x00,0x80
1.445946080000000,0,0x00,0xFF
1.446043520000000,0,0x00,0x00
1.446140960000000,0,0x00,0x01
1.446238400000000,0,0x00,0x80
1.446335680000000,0,0x00,0xFF
1.446411520000000,0,0x00,0x80
1.446508960000000,0,0x00,0x00
1.446606400000000,0,0x00,0xC0
1.446703680000000,0,0x00,0x7F
1.446801120000000,0,0x00,0x84
1.446898560000000,0,0x00,0x00
1.446996000000000,0,0x00,0xC0
1.447093440000000,0,0x00,0x7F
1.447190720000000,0,0x00,0x84
1.447288160000000,0,0x00,0x00
1.447385600000000,0,0x00,0xC0
1.447483040000000,0,0x00,0x7F
1.447580480000000,0,0x00,0x88
1.447677920000000,0,0x00,0x00
1.447775200000000,0,0x00,0xC0
1.447872640000000,0,0x00,0x7F
1.447970080000000,0,0x00,0x88
1.448067520000000,0,0x00,0x00
1.448164960000000,0,0x00,0xC0
1.448262240000000,0,0x00,0x7F
1.448359680000000,0,0x00,0x8C
1.448457120000000,0,0x00,0x00
1.448554560000000,0,0x00,0xC0
1.448652000000000,0,0x00,0x7F
1.448749440000000,0,0x00,0x8C
1.448846720000000,0,0x00,0x00
1.448944160000000,0,0x00,0xC0
1.449041600000000,0,0x00,0x7F
1.449139040000000,0,0x00,0x90
1.449236480000000,0,0x00,0x00
1.449333760000000,0,0x00,0xC0
1.449431200000000,0,0x00,0x7F
1.449528640000000,0,0x00,0x90
1.449626080000000,0,0x00,0x00
1.449723520000000,0,0x00,0xC0
1.449820960000000,0,0x00,0x7F
1.449918240000000,0,0x00,0x94
1.450015680000000,0,0x00,0x00
1.450113120000000,0,0x00,0xC0
1.450210560000000,0,0x00,0x7F
1.450308000000000,0,0x00,0x94
1.450405280000000,0,0x00,0x00
1.450502720000000,0,0x00,0xC0
1.450600160000000,0,0x00,0x7F
1.450697600000000,0,0x00,0x98
1.450795040000000,0,0x00,0x00
1.450892480000000,0,0x00,0xC0
1.450989760000000,0,0x00,0x7F
1.451087200000000,0,0x00,0x98
1.451184640000000,0,0x00,0x00
1.451282080000000,0,0x00,0xC0
1.451379520000000,0,0x00,0x7F
1.451476800000000,0,0x00,0xE4
1.451574240000000,0,0x00,0x03
1.451671680000000,0,0x00,0xD8
1.451769120000000,0,0x00,0x7F
1.451866560000000,0,0x00,0x80
1.451964000000000,0,0x00,0x00
1.452061280000000,0,0x00,0x00
1.452158720000000,0,0x00,0x00
1.452256160000000,0,0x00,0x00
1.452353600000000,0,0x00,0x00
1.452451040000000,0,0x00,0x00
1.452548320000000,0,0x00,0x00
1.452645760000000,0,0x00,0x26
1.452743200000000,0,0x00,0x04
1.452840640000000,0,0x00,0xD0
1.452938080000000,0,0x00,0xFF
1.453035520000000,0,0x00,0x80
1.453132800000000,0,0x00,0x7F
1.453230240000000,0,0x00,0x80
1.453327680000000,0,0x00,0x05
1.453425120000000,0,0x00,0xA6
1.453522560000000,0,0x00,0x00
1.453620000000000,0,0x00,0xC0
1.453717280000000,0,0x00,0x7F
1.453814720000000,0,0x00,0xA6
1.453912160000000,0,0x00,0x00
1.454009600000000,0,0x00,0xC0
1.454107040000000,0,0x00,0x7F
1.454204320000000,0,0x00,0x80
1.454301760000000,0,0x00,0x00
1.454399200000000,0,0x00,0x00
1.454496640000000,0,0x00,0x00
1.454594080000000,0,0x00,0x00
1.454691520000000,0,0x00,0x00
1.454788800000000,0,0x00,0x00
1.454886240000000,0,0x00,0x00
1.454983680000000,0,0x00,0x00
1.455081120000000,0,0x00,0x00
1.455178560000000,0,0x00,0x00
1.455275840000000,0,0x00,0x00
1.455373280000000,0,0x00,0x00
1.455470720000000,0,0x00,0x00
1.455568160000000,0,0x00,0x00
1.455665600000000,0,0x00,0x00
1.455763040000000,0,0x00,0x00
1.455860320000000,0,0x00,0x00
1.455957760000000,0,0x00,0x78
1.456055200000000,0,0x00,0x1F
1.456152640000000,0,0x00,0x80
1.456250080000000,0,0x00,0x00
1.456347360000000,0,0x00,0x00
1.456444800000000,0,0x00,0x00
1.456542240000000,0,0x00,0x00
1.456639680000000,0,0x00,0x00
1.456737120000000,0,0x00,0x70
1.456834560000000,0,0x00,0x1F
1.456931840000000,0,0x00,0x80
1.457029280000000,0,0x00,0x00
1.457126720000000,0,0x00,0x00
1.457224160000000,0,0x00,0x00
1.457321600000000,0,0x00,0x00
1.457418880000000,0,0x00,0x00
1.457516320000000,0,0x00,0x00
1.457613760000000,0,0x00,0x60
1.457711200000000,0,0x00,0x00
1.457808640000000,0,0x00,0x00
1.457906080000000,0,0x00,0x00
1.458003360000000,0,0x00,0x00
1.458100800000000,0,0x00,0x00
1.458198240000000,0,0x00,0x00
1.458295680000000,0,0x00,0x70
1.458393120000000,0,0x00,0x1F
1.458490400000000,0,0x00,0x80
1.458587840000000,0,0x00,0x00
1.458685280000000,0,0x00,0x00
1.458782720000000,0,0x00,0x00
1.458880160000000,0,0x00,0x00
1.458977600000000,0,0x00,0x00
1.459074880000000,0,0x00,0x78
1.459172320000000,0,0x00,0x1F
1.459269760000000,0,0x00,0xE2
1.459367200000000,0,0x00,0x01
1.459464640000000,0,0x00,0x00
1.459561920000000,0,0x00,0x00
1.459659360000000,0,0x00,0x00
1.459756800000000,0,0x00,0x00
1.459854240000000,0,0x00,0x28
1.459951680000000,0,0x00,0x1F
1.460049120000000,0,0x00,0x0C
1.460146400000000,0,0x00,0x16
1.460243840000000,0,0x00,0xA2
1.460341280000000,0,0x00,0x2A
1.460438720000000,0,0x00,0x7D
1.460536160000000,0,0x00,0x90
1.460633440000000,0,0x00,0xF4
1.460730880000000,0,0x00,0x9F
1.460828320000000,0,0x00,0x8C
1.460925760000000,0,0x00,0x16
1.461023200000000,0,0x00,0xA2
1.461120640000000,0,0x00,0x2A
1.461217920000000,0,0x00,0x7D
1.461315360000000,0,0x00,0x90
1.461412800000000,0,0x00,0xF4
1.461510240000000,0,0x00,0x9F
1.461607680000000,0,0x00,0x8C
1.461704960000000,0,0x00,0x16
1.461802400000000,0,0x00,0xA2
1.461899840000000,0,0x00,0x2A
1.461997280000000,0,0x00,0x7D
1.462094720000000,0,0x00,0x90
1.462192160000000,0,0x00,0xF4
1.462289440000000,0,0x00,0x9F
1.462386880000000,0,0x00,0xB2
1.462484320000000,0,0x00,0x8F
1.462581760000000,0,0x00,0x73
1.462679200000000,0,0x00,0x5A
1.462776480000000,0,0x00,0xDE
1.462873920000000,0,0x00,0xA5
1.462971360000000,0,0x00,0xF3
1.463064640000000,0,0x00,0x2F
1.463155360000000,0,0x00,0xC9
1.463252800000000,0,0x00,0xCE
1.463350240000000,0,0x00,0x7B
1.463447680000000,0,0x00,0x19
1.463544960000000,0,0x00,0x05
1.463642400000000,0,0x00,0xD3
1.463739840000000,0,0x00,0x89
1.463837280000000,0,0x00,0x10
1.463934720000000,0,0x00,0x27
1.464032000000000,0,0x00,0xF6
1.464129440000000,0,0x00,0xA9
1.464226880000000,0,0x00,0xAA
1.464324320000000,0,0x00,0x4B
1.464421760000000,0,0x00,0x36
1.464519200000000,0,0x00,0x10
1.464616480000000,0,0x00,0xF0
1.464713920000000,0,0x00,0x22
1.464811360000000,0,0x00,0xB5
1.464908800000000,0,0x00,0x02
1.465006240000000,0,0x00,0x8D
1.465103680000000,0,0x00,0xA9
1.465200960000000,0,0x00,0xE6
1.465298400000000,0,0x00,0x93
1.465395840000000,0,0x00,0x10
1.465493280000000,0,0x00,0x18
1.465590720000000,0,0x00,0x82
1.465688000000000,0,0x00,0x8E
1.465785440000000,0,0x00,0xAA
1.465882880000000,0,0x00,0x15
1.465980320000000,0,0x00,0x57
1.466077760000000,0,0x00,0x8E
1.466175200000000,0,0x00,0xF0
1.466272480000000,0,0x00,0x07
1.466369920000000,0,0x00,0xE1
1.466467360000000,0,0x00,0xBE
1.466564800000000,0,0x00,0x5B
1.466662240000000,0,0x00,0xBA
1.466759520000000,0,0x00,0x34
1.466856960000000,0,0x00,0x8D
1.466954400000000,0,0x00,0xF0
1.467051840000000,0,0x00,0x1C
1.467149280000000,0,0x00,0x07
1.467246720000000,0,0x00,0x16
1.467344000000000,0,0x00,0x65
1.467441440000000,0,0x00,0x9F
1.467538880000000,0,0x00,0x37
1.467636320000000,0,0x00,0x98
1.467733760000000,0,0x00,0x90
1.467831040000000,0,0x00,0x12
1.467928480000000,0,0x00,0x2A
1.468025920000000,0,0x00,0x15
1.468123360000000,0,0x00,0xBF
1.468220800000000,0,0x00,0x33
1.468318240000000,0,0x00,0xB7
1.468415520000000,0,0x00,0x5D
1.468512960000000,0,0x00,0xF0
1.468610400000000,0,0x00,0x10
1.468707840000000,0,0x00,0xEE
1.468805280000000,0,0x00,0x07
1.468902560000000,0,0x00,0x84
1.469000000000000,0,0x00,0x13
1.469097440000000,0,0x00,0xC4
1.469194880000000,0,0x00,0x9E
1.469292320000000,0,0x00,0x90
1.469389760000000,0,0x00,0x33
1.469487040000000,0,0x00,0x21
1.469584480000000,0,0x00,0xCA
1.469681920000000,0,0x00,0xCF
1.469779360000000,0,0x00,0xB0
1.469876800000000,0,0x00,0x21
1.469974080000000,0,0x00,0x99
1.470071520000000,0,0x00,0x30
1.470168960000000,0,0x00,0x06
1.470266400000000,0,0x00,0x0B
1.470363840000000,0,0x00,0x51
1.470461280000000,0,0x00,0x15
1.470558560000000,0,0x00,0x3E
1.470656000000000,0,0x00,0xC8
1.470753440000000,0,0x00,0x7E
1.470850880000000,0,0x00,0x4F
1.470948320000000,0,0x00,0xC6
1.471045600000000,0,0x00,0x0B
1.471143040000000,0,0x00,0x51
1.471240480000000,0,0x00,0x15
1.471337920000000,0,0x00,0x3E
1.471435360000000,0,0x00,0xC8
1.471532800000000,0,0x00,0x7E
1.471630080000000,0,0x00,0x4F
1.471727520000000,0,0x00,0xC6
1.471824960000000,0,0x00,0x0B
1.471922400000000,0,0x00,0x51
1.472019840000000,0,0x00,0x15
1.472117120000000,0,0x00,0x3E
1.472214560000000,0,0x00,0xC8
1.472312000000000,0,0x00,0x7A
1.472409440000000,0,0x00,0x4F
1.472506880000000,0,0x00,0xC6
1.472604320000000,0,0x00,0x0B
1.472701600000000,0,0x00,0x51
1.472799040000000,0,0x00,0x15
1.472896480000000,0,0x00,0x3E
1.472993920000000,0,0x00,0xC8
1.473091360000000,0,0x00,0x7A
1.473188640000000,0,0x00,0x4F
1.473286080000000,0,0x00,0xC6
1.473383520000000,0,0x00,0x0B
1.473480960000000,0,0x00,0x51
1.473578400000000,0,0x00,0x15
1.473675840000000,0,0x00,0x3E
1.473773120000000,0,0x00,0xC8
1.473870560000000,0,0x00,0x7A
1.473968000000000,0,0x00,0x4F
1.474065440000000,0,0x00,0xC6
1.474162880000000,0,0x00,0x0B
1.474260160000000,0,0x00,0x51
1.474357600000000,0,0x00,0x15
1.474455040000000,0,0x00,0x3E
1.474552480000000,0,0x00,0xC8
1.474649920000000,0,0x00,0x7A
1.474747360000000,0,0x00,0x4F
1.474844640000000,0,0x00,0xC5
1.474942080000000,0,0x00,0x95
1.475039520000000,0,0x00,0x6D
1.475136960000000,0,0x00,0x6E
1.475234400000000,0,0x00,0xEC
1.475331680000000,0,0x00,0x5A
1.475429120000000,0,0x00,0xC0
1.475526560000000,0,0x00,0x90
1.475624000000000,0,0x00,0x00
1.475721440000000,0,0x00,0x00
1.475818880000000,0,0x00,0x00
1.475916160000000,0,0x00,0x00
1.476013600000000,0,0x00,0x00
1.476111040000000,0,0x00,0x00
1.476208480000000,0,0x00,0x38
1.476305920000000,0,0x00,0x0F
1.476403360000000,0,0x00,0xC0
1.476500640000000,0,0x00,0x00
1.476598080000000,0,0x00,0x00
1.476695520000000,0,0x00,0x00
1.476792960000000,0,0x00,0x00
1.476890400000000,0,0x00,0x00
1.476987680000000,0,0x00,0x38
1.477085120000000,0,0x00,0x0F
1.477182560000000,0,0x00,0xC0
1.477280000000000,0,0x00,0x00
1.477377440000000,0,0x00,0x00
1.477474880000000,0,0x00,0x00
1.477572160000000,0,0x00,0x00
1.477669600000000,0,0x00,0x00
1.477767040000000,0,0x00,0x00
1.477864480000000,0,0x00,0x30
1.477961920000000,0,0x00,0x00
1.478059200000000,0,0x00,0x00
1.478156640000000,0,0x00,0x00
1.478254080000000,0,0x00,0x00
1.478351520000000,0,0x00,0x00
1.478448960000000,0,0x00,0x00
1.478546400000000,0,0x00,0x38
1.478643680000000,0,0x00,0x0F
1.478741120000000,0,0x00,0xC0
1.478838560000000,0,0x00,0x00
1.478936000000000,0,0x00,0x00
1.479033440000000,0,0x00,0x00
1.479130720000000,0,0x00,0x00
1.479228160000000,0,0x00,0x00
1.479325600000000,0,0x00,0x3C
1.479423040000000,0,0x00,0x0F
1.479520480000000,0,0x00,0xF1
1.479617920000000,0,0x00,0x00
1.479715200000000,0,0x00,0x80
1.479812640000000,0,0x00,0x00
1.479910080000000,0,0x00,0x00
1.480007520000000,0,0x00,0x00
1.480104960000000,0,0x00,0x14
1.480202240000000,0,0x00,0x0F
1.480299680000000,0,0x00,0x99
1.480397120000000,0,0x00,0x47
1.480494560000000,0,0x00,0xB9
1.480592000000000,0,0x00,0xAD
1.480689440000000,0,0x00,0x6F
1.480786720000000,0,0x00,0x52
1.480884160000000,0,0x00,0xF9
1.480981600000000,0,0x00,0xAF
1.481079040000000,0,0x00,0xC9
1.481176480000000,0,0x00,0xCE
1.481273760000000,0,0x00,0x7B
1.481371200000000,0,0x00,0x19
1.481468640000000,0,0x00,0x05
1.481566080000000,0,0x00,0xD3
1.481663520000000,0,0x00,0x89
1.481760960000000,0,0x00,0x10
1.481858240000000,0,0x00,0x27
1.481955680000000,0,0x00,0xF6
1.482053120000000,0,0x00,0xA9
1.482150560000000,0,0x00,0xAA
1.482248000000000,0,0x00,0x4B
1.482345280000000,0,0x00,0x36
1.482442720000000,0,0x00,0x10
1.482540160000000,0,0x00,0xF0
1.482637600000000,0,0x00,0x22
1.482735040000000,0,0x00,0xB5
1.482832480000000,0,0x00,0x02
1.482929760000000,0,0x00,0x8D
1.483027200000000,0,0x00,0xA9
1.483124640000000,0,0x00,0xE6
1.483222080000000,0,0x00,0x93
1.483319520000000,0,0x00,0x10
1.483416800000000,0,0x00,0x18
1.483514240000000,0,0x00,0x82
1.483611680000000,0,0x00,0x8E
1.483709120000000,0,0x00,0xAA
1.483806560000000,0,0x00,0x15
1.483904000000000,0,0x00,0x57
1.484001280000000,0,0x00,0x8E
1.484098720000000,0,0x00,0xF0
1.484196160000000,0,0x00,0x07
1.484293600000000,0,0x00,0xE1
1.484391040000000,0,0x00,0xBE
1.484488320000000,0,0x00,0x5B
1.484585760000000,0,0x00,0xBA
1.484683200000000,0,0x00,0x34
1.484780640000000,0,0x00,0x8D
1.484878080000000,0,0x00,0xF0
1.484975520000000,0,0x00,0x1C
1.485072800000000,0,0x00,0x07
1.485170240000000,0,0x00,0x16
1.485267680000000,0,0x00,0x65
1.485365120000000,0,0x00,0x9F
1.485462560000000,0,0x00,0x37
1.485559840000000,0,0x00,0x98
1.485657280000000,0,0x00,0x90
1.485754720000000,0,0x00,0x12
1.485852160000000,0,0x00,0x2A
1.485949600000000,0,0x00,0x15
1.486047040000000,0,0x00,0xBF
1.486144320000000,0,0x00,0x33
1.486241760000000,0,0x00,0xB7
1.486339200000000,0,0x00,0x5D
1.486436640000000,0,0x00,0xF0
1.486534080000000,0,0x00,0x10
1.486631520000000,0,0x00,0xEE
1.486728800000000,0,0x00,0x07
1.486826240000000,0,0x00,0x84
1.486923680000000,0,0x00,0x13
1.487021120000000,0,0x00,0xC4
1.487118560000000,0,0x00,0x9E
1.487215840000000,0,0x00,0x90
1.487313280000000,0,0x00,0x33
1.487410720000000,0,0x00,0x21
1.487508160000000,0,0x00,0xCA
1.487605600000000,0,0x00,0xCF
1.487703040000000,0,0x00,0xB0
1.487800320000000,0,0x00,0x21
1.487897760000000,0,0x00,0x99
1.487995200000000,0,0x00,0x30
1.488092640000000,0,0x00,0x06
1.488190080000000,0,0x00,0x0B
1.488287360000000,0,0x00,0x51
1.488384800000000,0,0x00,0x15
1.488482240000000,0,0x00,0x3E
1.488579680000000,0,0x00,0xC8
1.488677120000000,0,0x00,0x7A
1.488774560000000,0,0x00,0x4F
1.488871840000000,0,0x00,0xC6
1.488969280000000,0,0x00,0x0B
1.489066720000000,0,0x00,0x51
1.489164160000000,0,0x00,0x15
1.489261600000000,0,0x00,0x3E
1.489358880000000,0,0x00,0xC8
1.489456320000000,0,0x00,0x7A
1.489553760000000,0,0x00,0x4F
